full_name,brand_name,selling_price,new_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats
Tata Aria Pleasure 4x2,Tata,4.25 Lakh*,null,2013,Dealer,"70,000 kms",First Owner,Diesel,Manual,Mileage15.05 kmpl,Engine2179 CC,Max Power147.9 bhp,Seats7
BMW 3 Series 320d Prestige,BMW,11.7 Lakh*,New Car (On-Road Price) : Rs.49.28-56.01 Lakh*,2013,Dealer,"83,000 kms",First Owner,Diesel,Automatic,Mileage18.88 kmpl,Engine1995 CC,Max Power184 bhp,Seats5
Hyundai i20 1.2 Asta Option,Hyundai,6.5 Lakh*,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,2017,Trustmark Dealer,"28,810 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
Hyundai Creta 1.6 SX Option,Hyundai,9 Lakh*,New Car (On-Road Price) : Rs.11.58-20.59 Lakh*,2016,Dealer,"33,000 kms",First Owner,Petrol,Manual,Mileage15.8 kmpl,Engine1591 CC,Max Power121.3 bhp,Seats5
Hyundai Grand i10 1.2 Kappa Sportz AT,Hyundai,4.95 Lakh*,null,2017,Dealer,"42,000 kms",First Owner,Petrol,Automatic,Mileage18.9 kmpl,Engine1197 CC,Max Power81.86 bhp,Seats5
Honda City 1.5 S MT,Honda,2.8 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2010,Individual,"80,000 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1497 CC,Max Power118 bhp,Seats5
Maruti Swift Dzire VDi,Maruti,3 Lakh*,null,2012,Individual,"80,000 kms",First Owner,Diesel,Manual,Mileage19.3 kmpl,Engine1248 CC,Max Power73.9 bhp,Seats5
Maruti Swift Dzire VXi,Maruti,2.2 Lakh*,New Car (On-Road Price) : Rs.6.74-10.04 Lakh*,2009,Dealer,"58,000 kms",First Owner,Petrol,Manual,Mileage17.5 kmpl,Engine1298 CC,Max Power85.8 bhp,Seats5
Audi Q7 2006-2020 45 TDI Quattro Premium Plus,Audi,68 Lakh*,New Car (On-Road Price) : Rs.80.60 Lakh*,2020,Dealer,"4,000 kms",First Owner,Diesel,Automatic,Mileage14.75 kmpl,Engine2967 CC,Max Power245 bhp,Seats7
Maruti Swift VVT VXI,Maruti,3.85 Lakh*,New Car (On-Road Price) : Rs.6.04-8.98 Lakh*,2014,Dealer,"29,052 kms",First Owner,Petrol,Manual,Mileage22.0 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
Maruti Baleno Zeta 1.2,Maruti,6.15 Lakh*,New Car (On-Road Price) : Rs.6.69-10.26 Lakh*,2017,Dealer,"38,000 kms",First Owner,Petrol,Manual,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
Volkswagen Polo 1.5 TDI Comfortline,Volkswagen,3.9 Lakh*,null,2016,Dealer,"62,000 kms",First Owner,Diesel,Manual,Mileage20.14 kmpl,Engine1498 CC,Max Power88 bhp,Seats5
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,4.95 Lakh*,New Car (On-Road Price) : Rs.6.48-6.57 Lakh*,2017,Dealer,"25,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power81.86 bhp,Seats5
Maruti Ciaz Zeta 1.5,Maruti,9.25 Lakh*,null,2019,Dealer,"9,000 kms",First Owner,Diesel,Manual,Mileage26.32 kmpl,Engine1498 CC,Max Power93.87 bhp,Seats5
Hyundai Verna 1.6 CRDi AT SX,Hyundai,6.5 Lakh*,New Car (On-Road Price) : Rs.12.81-17.91 Lakh*,2015,Individual,"80,000 kms",First Owner,Diesel,Automatic,Mileage19.08 kmpl,Engine1582 CC,Max Power126.2 bhp,Seats5
Ford Ecosport 1.5 DV5 MT Trend,Ford,5.25 Lakh*,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2015,Dealer,"58,000 kms",First Owner,Diesel,Manual,Mileage22.7 kmpl,Engine1498 CC,Max Power89.84 bhp,Seats5
Honda Jazz 1.2 VX i VTEC,Honda,5 Lakh*,New Car (On-Road Price) : Rs.8.51-10.96 Lakh*,2016,Individual,"26,000 kms",First Owner,Petrol,Manual,Mileage18.7 kmpl,Engine1199 CC,Max Power88.7 bhp,Seats5
Honda City 1.5 S MT,Honda,4.2 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2012,Dealer,"47,000 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1497 CC,Max Power118 bhp,Seats5
Maruti Wagon R VXI,Maruti,2.1 Lakh*,null,2011,Dealer,"41,000 kms",First Owner,Petrol,Manual,Mileage20.51 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
Toyota Corolla Altis 1.8 VL AT,Toyota,12.5 Lakh*,null,2016,Dealer,"71,000 kms",First Owner,Petrol,Automatic,Mileage14.53 kmpl,Engine1794 CC,Max Power138.1 bhp,Seats5
Maruti Wagon R LXI Optional,Maruti,3 Lakh*,New Car (On-Road Price) : Rs.5.26-7.01 Lakh*,2014,Dealer,"58,000 kms",First Owner,Petrol,Manual,Mileage20.51 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
Maruti Swift VXi BSIV,Maruti,4.1 Lakh*,New Car (On-Road Price) : Rs.6.24-9.06 Lakh*,2011,Individual,"30,000 kms",First Owner,Petrol,Manual,Mileage16.1 kmpl,Engine1197 CC,Max Power85 bhp,Seats5
Maruti Swift Dzire LDi,Maruti,2.9 Lakh*,null,2012,Individual,"87,800 kms",First Owner,Diesel,Manual,Mileage19.3 kmpl,Engine1248 CC,Max Power73.9 bhp,Seats5
Mahindra Scorpio S5 BSIV,Mahindra,11.75 Lakh*,New Car (On-Road Price) : Rs.15.19-19.71 Lakh*,2019,Dealer,"41,000 kms",First Owner,Diesel,Manual,Mileage16.36 kmpl,Engine2179 CC,Max Power120 bhp,Seats7
Honda City i VTEC SV,Honda,6.25 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2014,Dealer,"53,000 kms",First Owner,Petrol,Manual,Mileage17.8 kmpl,Engine1497 CC,Max Power117.3 bhp,Seats5
Mahindra Scorpio LX,Mahindra,5 Lakh*,New Car (On-Road Price) : Rs.15.19-19.71 Lakh*,2013,Dealer,"66,000 kms",First Owner,Diesel,Manual,Mileage12.05 kmpl,Engine2179 CC,Max Power120 bhp,Seats9
Ford Ecosport 2015-2021 S Diesel BSIV,Ford,11 Lakh*,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2019,Individual,"40,000 kms",First Owner,Diesel,Manual,Mileage23.0 kmpl,Engine1498 CC,Max Power98.96 bhp,Seats5
Toyota Corolla Altis G MT,Toyota,5 Lakh*,null,2013,Dealer,"75,000 kms",First Owner,Petrol,Manual,Mileage14.28 kmpl,Engine1798 CC,Max Power138.03 bhp,Seats5
Ford Aspire 1.5 TDCi Titanium,Ford,4.9 Lakh*,New Car (On-Road Price) : Rs.9.72-10.08 Lakh*,2015,Dealer,"41,000 kms",First Owner,Diesel,Manual,Mileage25.83 kmpl,Engine1498 CC,Max Power99 bhp,Seats5
Mahindra XUV500 AT W6 1.99 mHawk,Mahindra,11.75 Lakh*,New Car (On-Road Price) : Rs.16.54-23.28 Lakh*,2017,Dealer,"18,000 kms",First Owner,Diesel,Automatic,Mileage16.0 kmpl,Engine1997 CC,Max Power140 bhp,Seats7
Maruti Swift AMT VXI,Maruti,6.35 Lakh*,New Car (On-Road Price) : Rs.6.04-8.98 Lakh*,2019,Individual,"7,200 kms",First Owner,Petrol,Automatic,Mileage21.21 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
Hyundai i20 1.2 Magna,Hyundai,2.25 Lakh*,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,2010,Dealer,"57,000 kms",First Owner,Petrol,Manual,Mileage18.5 kmpl,Engine1197 CC,Max Power80 bhp,Seats5
Toyota Etios Liva VX,Toyota,4.5 Lakh*,null,2015,Dealer,"33,000 kms",First Owner,Petrol,Manual,Mileage18.3 kmpl,Engine1197 CC,Max Power78.9 bhp,Seats5
Mahindra XUV500 W8 2WD,Mahindra,8.1 Lakh*,New Car (On-Road Price) : Rs.16.54-23.28 Lakh*,2015,Dealer,"63,000 kms",First Owner,Diesel,Manual,Mileage15.1 kmpl,Engine2179 CC,Max Power140 bhp,Seats7
Hyundai Grand i10 Sportz,Hyundai,3.65 Lakh*,New Car (On-Road Price) : Rs.6.48-6.57 Lakh*,2014,Dealer,"28,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power82 bhp,Seats5
Maruti Baleno Zeta 1.2,Maruti,5.32 Lakh*,New Car (On-Road Price) : Rs.6.68-10.42 Lakh*,2016,Dealer,"31,600 kms",First Owner,Petrol,Manual,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
Tata Nexon 1.5 Revotorq XZ Plus,Tata,6.5 Lakh*,New Car (On-Road Price) : Rs.10.16-15.59 Lakh*,2017,Individual,"90,000 kms",First Owner,Diesel,Manual,Mileage21.5 kmpl,Engine1497 CC,Max Power108.5 bhp,Seats5
Mercedes-Benz B Class B180 CDI,Mercedes-Benz,13.25 Lakh*,null,2014,Dealer,"38,500 kms",First Owner,Diesel,Automatic,Mileage14.8 kmpl,Engine2143 CC,Max Power120.7 bhp,Seats5
Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,8.35 Lakh*,null,2017,Dealer,"45,000 kms",First Owner,Diesel,Manual,Mileage24.3 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
Ford Endeavour 2.2 Trend MT 4X2,Ford,20.9 Lakh*,New Car (On-Road Price) : Rs.35.75-42.06 Lakh*,2016,Dealer,"64,000 kms",First Owner,Diesel,Manual,Mileage13.5 kmpl,Engine2198 CC,Max Power157.7 bhp,Seats7
Porsche Boxster S,Porsche,81 Lakh*,null,2019,Dealer,"5,000 kms",First Owner,Petrol,Manual,Mileage14.08 kmpl,Engine3436 CC,Max Power315 bhp,Seats2
Renault KWID RXL,Renault,2.65 Lakh*,New Car (On-Road Price) : Rs.3.43-5.78 Lakh*,2017,Trustmark Dealer,"30,254 kms",First Owner,Petrol,Manual,Mileage25.17 kmpl,Engine799 CC,Max Power53.3 bhp,Seats5
Mercedes-Benz GL-Class 300 4MATIC,Mercedes-Benz,48 Lakh*,null,2019,Dealer,"4,000 kms",First Owner,Petrol,Automatic,Mileage11.5 kmpl,Engine1991 CC,Max Power245 bhp,Seats5
Mitsubishi Pajero Sport 4X4,Mitsubishi,8 Lakh*,null,2012,Dealer,"85,000 kms",First Owner,Diesel,Manual,Mileage13.5 kmpl,Engine2477 CC,Max Power175.56 bhp,Seats7
Maruti Ertiga SHVS VDI,Maruti,7.1 Lakh*,null,2017,Dealer,"50,000 kms",First Owner,Diesel,Manual,Mileage24.52 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats7
Toyota Camry Hybrid,Toyota,19.95 Lakh*,New Car (On-Road Price) : Rs.45.00 Lakh*,2016,Dealer,"86,000 kms",First Owner,Petrol,Automatic,Mileage19.16 kmpl,Engine2494 CC,Max Power158.2 bhp,Seats5
Toyota Fortuner 4x2 4 Speed AT,Toyota,14.75 Lakh*,New Car (On-Road Price) : Rs.39.97-46.24 Lakh*,2014,Dealer,"80,002 kms",First Owner,Diesel,Automatic,Mileage11.5 kmpl,Engine2982 CC,Max Power169 bhp,Seats7
Hyundai Verna SX Opt AT Diesel,Hyundai,4.45 Lakh*,New Car (On-Road Price) : Rs.13.09-18.29 Lakh*,2013,Dealer,"52,000 kms",First Owner,Diesel,Automatic,Mileage21.3 kmpl,Engine1493 CC,Max Power113.42 bhp,Seats5
Honda City i VTEC SV,Honda,6.1 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2015,Dealer,"54,000 kms",First Owner,Petrol,Manual,Mileage17.8 kmpl,Engine1497 CC,Max Power117.3 bhp,Seats5
Maruti Ciaz VDi,Maruti,5.99 Lakh*,null,2016,Dealer,"43,000 kms",First Owner,Diesel,Manual,Mileage26.21 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
Mercedes-Benz E-Class E350 CDI Avantgarde,Mercedes-Benz,12.75 Lakh*,New Car (On-Road Price) : Rs.75.45-94.01 Lakh*,2012,Dealer,"55,000 kms",First Owner,Diesel,Automatic,Mileage11.5 kmpl,Engine2987 CC,Max Power210 bhp,Seats5
Honda City i-VTEC CVT ZX,Honda,12.07 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2019,Individual,"25,000 kms",First Owner,Petrol,Automatic,Mileage18.0 kmpl,Engine1497 CC,Max Power117.6 bhp,Seats5
Honda City i VTEC CVT VX,Honda,8.35 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2016,Dealer,"26,000 kms",First Owner,Petrol,Automatic,Mileage18.0 kmpl,Engine1497 CC,Max Power117.3 bhp,Seats5
Mahindra Ssangyong Rexton RX5,Mahindra,6.75 Lakh*,null,2014,Dealer,"67,000 kms",First Owner,Diesel,Manual,Mileage12.83 kmpl,Engine2696 CC,Max Power162 bhp,Seats7
Maruti Wagon R LX DUO BSIII,Maruti,"80,000*",null,2007,Individual,"90,000 kms",First Owner,LPG,Manual,Mileage17.3 km/kg,Engine1061 CC,Max Power57.5 bhp,Seats5
Jaguar XJ 3.0L Portfolio,Jaguar,50 Lakh*,null,2016,Dealer,"33,000 kms",First Owner,Diesel,Automatic,Mileage10.5 kmpl,Engine2993 CC,Max Power271.23 bhp,Seats4
Hyundai i20 Magna 1.2,Hyundai,4 Lakh*,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,2014,Individual,"1,10,000 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
Honda City S,Honda,3.01 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2011,Dealer,"65,962 kms",First Owner,Petrol,Manual,Mileage16.8 kmpl,Engine1497 CC,Max Power116.4 bhp,Seats5
Honda City i VTEC V,Honda,6.8 Lakh*,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2016,Dealer,"88,000 kms",First Owner,Petrol,Manual,Mileage17.4 kmpl,Engine1497 CC,Max Power117.3 bhp,Seats5
Hyundai Verna 1.6 CRDI,Hyundai,3.5 Lakh*,New Car (On-Road Price) : Rs.12.19-17.18 Lakh*,2012,Dealer,"64,100 kms",First Owner,Diesel,Manual,Mileage22.32 kmpl,Engine1582 CC,Max Power126.3 bhp,Seats5
Maruti Swift DDiS ZDI,Maruti,4.25 Lakh*,null,2014,Dealer,"80,000 kms",First Owner,Diesel,Manual,Mileage28.4 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
Renault Duster 85PS Diesel RxL,Renault,4.2 Lakh*,null,2013,Dealer,"70,000 kms",First Owner,Diesel,Manual,Mileage20.45 kmpl,Engine1461 CC,Max Power83.8 bhp,Seats5
Maruti Ciaz ZDi Plus SHVS,Maruti,5.49 Lakh*,null,2015,Dealer,"49,000 kms",First Owner,Diesel,Manual,Mileage28.09 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
Maruti Swift Dzire VXI,Maruti,3.35 Lakh*,New Car (On-Road Price) : Rs.6.53-9.95 Lakh*,2012,Dealer,"65,000 kms",First Owner,Petrol,Manual,Mileage19.1 kmpl,Engine1197 CC,Max Power85.8 bhp,Seats5
Hyundai i20 1.4 CRDi Sportz,Hyundai,3 Lakh*,New Car (On-Road Price) : Rs.9.74-13.09 Lakh*,2012,Individual,"1,00,000 kms",First Owner,Diesel,Manual,Mileage23.0 kmpl,Engine1396 CC,Max Power90 bhp,Seats5
Hyundai Creta 1.4 E Plus,Hyundai,10.5 Lakh*,null,2018,Dealer,"10,000 kms",First Owner,Diesel,Manual,Mileage22.1 kmpl,Engine1396 CC,Max Power88.7 bhp,Seats5
Maruti Swift VDI,Maruti,6.75 Lakh*,null,2019,Dealer,"20,000 kms",First Owner,Diesel,Manual,Mileage28.4 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
Mercedes-Benz C-Class C 220 CDI Sport Edition,Mercedes-Benz,14.9 Lakh*,New Car (On-Road Price) : Rs.51.30-64.08 Lakh*,2014,Dealer,"6,800 kms",First Owner,Diesel,Automatic,Mileage14.84 kmpl,Engine2143 CC,Max Power167.62 bhp,Seats5
Hyundai i20 Asta,Hyundai,2.65 Lakh*,New Car (On-Road Price) : Rs.7.70-12.78 Lakh*,2011,Dealer,"60,000 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1197 CC,Max Power80 bhp,Seats5
Honda Civic 1.8 S AT,Honda,1.5 Lakh*,New Car (On-Road Price) : Rs.20.35-24.45 Lakh*,2006,Individual,"1,20,000 kms",First Owner,Petrol,Automatic,Mileage12.9 kmpl,Engine1799 CC,Max Power130 bhp,Seats5
Toyota Corolla Altis VL AT,Toyota,11.99 Lakh*,null,2016,Dealer,"34,000 kms",First Owner,Petrol,Automatic,Mileage14.28 kmpl,Engine1798 CC,Max Power138.03 bhp,Seats5
Mitsubishi Pajero Sport 4X2 AT,Mitsubishi,14.5 Lakh*,null,2015,Dealer,"1,00,000 kms",First Owner,Diesel,Automatic,Mileage13.5 kmpl,Engine2477 CC,Max Power175.56 bhp,Seats7
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Toyota,7.5 Lakh*,null,2014,Dealer,"98,000 kms",First Owner,Diesel,Manual,Mileage12.8 kmpl,Engine2494 CC,Max Power102 bhp,Seats7
BMW 5 Series 520d Sedan,BMW,15 Lakh*,New Car (On-Road Price) : Rs.73.20-82.67 Lakh*,2013,Dealer,"60,000 kms",First Owner,Diesel,Automatic,Mileage18.48 kmpl,null,null,Seats5
Nissan Micra XL,Nissan,2.1 Lakh*,null,2012,Dealer,"90,000 kms",First Owner,Petrol,Manual,Mileage18.06 kmpl,Engine1198 CC,Max Power75 bhp,Seats5
Maruti Baleno Zeta Automatic,Maruti,6.35 Lakh*,New Car (On-Road Price) : Rs.6.68-10.42 Lakh*,2016,Dealer,"60,000 kms",First Owner,Petrol,Automatic,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
BMW 5 Series 520i Luxury Line,BMW,31 Lakh*,New Car (On-Road Price) : Rs.65.45-71.66 Lakh*,2017,Dealer,"36,000 kms",First Owner,Petrol,Automatic,Mileage14.04 kmpl,Engine1997 CC,Max Power184 bhp,Seats5
Honda Amaze S AT i-Vtech,Honda,4.74 Lakh*,New Car (On-Road Price) : Rs.7.04-9.90 Lakh*,2016,Dealer,"40,000 kms",First Owner,Petrol,Automatic,Mileage15.5 kmpl,Engine1198 CC,Max Power86.7 bhp,Seats5
Tata Sierra Std,Tata,1.15 Lakh*,null,2000,Individual,"30,000 kms",First Owner,Diesel,Manual,null,Engine1948 CC,null,Seats7
Hyundai Venue SX Opt Diesel BSIV,Hyundai,10.9 Lakh*,New Car (On-Road Price) : Rs.9.79-14.05 Lakh*,2019,Dealer,"31,000 kms",First Owner,Diesel,Manual,Mileage23.7 kmpl,Engine1396 CC,Max Power88.7 bhp,Seats5
Maruti Ertiga VXI ABS,Maruti,5.24 Lakh*,New Car (On-Road Price) : Rs.8.62-12.06 Lakh*,2014,Dealer,"19,000 kms",First Owner,Petrol,Manual,Mileage16.02 kmpl,Engine1373 CC,Max Power93.7 bhp,Seats7
Maruti Celerio Green VXI,Maruti,4.75 Lakh*,New Car (On-Road Price) : Rs.6.45-6.51 Lakh*,2017,Dealer,"40,000 kms",First Owner,CNG,Manual,Mileage31.79 km/kg,Engine998 CC,Max Power58.2 bhp,Seats5
Toyota Corolla Altis 1.8 G CVT,Toyota,10.5 Lakh*,null,2016,Dealer,"48,000 kms",First Owner,Petrol,Automatic,Mileage14.28 kmpl,Engine1798 CC,Max Power138.03 bhp,Seats5
Toyota Innova 2.5 V Diesel 7-seater,Toyota,7.5 Lakh*,null,2013,Dealer,"66,758 kms",First Owner,Diesel,Manual,Mileage12.8 kmpl,Engine2494 CC,Max Power102 bhp,Seats7
Hyundai Verna VTVT 1.6 SX,Hyundai,8.8 Lakh*,New Car (On-Road Price) : Rs.10.54-16.52 Lakh*,2017,Dealer,"43,000 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1591 CC,Max Power121.3 bhp,Seats5
Maruti Celerio ZXI AT Optional,Maruti,4.66 Lakh*,New Car (On-Road Price) : Rs.4.97-6.22 Lakh*,2016,Dealer,"2,000 kms",First Owner,Petrol,Automatic,Mileage23.1 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
Hyundai i20 1.4 CRDi Asta,Hyundai,5.3 Lakh*,New Car (On-Road Price) : Rs.9.74-13.09 Lakh*,2015,Dealer,"52,900 kms",First Owner,Diesel,Manual,Mileage23.0 kmpl,Engine1396 CC,Max Power90 bhp,Seats5
Fiat Punto 1.2 Emotion,Fiat,1.95 Lakh*,null,2010,Dealer,"42,000 kms",First Owner,Petrol,Manual,Mileage15.7 kmpl,Engine1172 CC,Max Power67 bhp,Seats5
Hyundai i20 2015-2017 Magna 1.2,Hyundai,4.5 Lakh*,New Car (On-Road Price) : Rs.7.70-12.78 Lakh*,2017,Individual,"40,000 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
Ford Ecosport 2015-2021 1.5 Diesel Trend Plus BSIV,Ford,7 Lakh*,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2017,Dealer,"26,100 kms",First Owner,Diesel,Manual,Mileage23.0 kmpl,Engine1498 CC,Max Power98.96 bhp,Seats5
Honda Amaze S i-Dtech,Honda,3.25 Lakh*,New Car (On-Road Price) : Rs.8.77-11.37 Lakh*,2013,Dealer,"58,000 kms",First Owner,Diesel,Manual,Mileage25.8 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
Hyundai Tucson 2.0 e-VGT 2WD AT GL,Hyundai,16.49 Lakh*,New Car (On-Road Price) : Rs.29.21-32.42 Lakh*,2017,Dealer,"62,450 kms",First Owner,Diesel,Automatic,Mileage16.38 kmpl,Engine1995 CC,Max Power182.46 bhp,Seats5
Maruti Vitara Brezza VDi Option,Maruti,7.95 Lakh*,null,2018,Dealer,"34,000 kms",First Owner,Diesel,Manual,Mileage24.3 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
Maruti Ertiga VXI,Maruti,6.75 Lakh*,null,2017,Dealer,"40,000 kms",First Owner,Petrol,Manual,Mileage16.02 kmpl,Engine1373 CC,Max Power93.7 bhp,Seats7
Hyundai i20 1.2 Asta,Hyundai,6.6 Lakh*,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,2017,Trustmark Dealer,"17,805 kms",First Owner,Petrol,Manual,Mileage18.6 kmpl,Engine1197 CC,Max Power81.83 bhp,Seats5
Maruti Ciaz ZDi Plus SHVS,Maruti,6.85 Lakh*,null,2016,Individual,"20,000 kms",First Owner,Diesel,Manual,Mileage28.09 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
Toyota Corolla Altis 1.8 VL AT,Toyota,3.5 Lakh*,null,2010,Individual,"1,00,000 kms",First Owner,Petrol,Automatic,Mileage14.53 kmpl,Engine1794 CC,Max Power138.1 bhp,Seats5
Maruti Ciaz 1.4 Alpha,Maruti,7.25 Lakh*,New Car (On-Road Price) : Rs.9.79-13.14 Lakh*,2017,Trustmark Dealer,"66,577 kms",First Owner,Petrol,Manual,Mileage20.73 kmpl,Engine1373 CC,Max Power91.1 bhp,Seats5
Chevrolet Beat Diesel LT,Chevrolet,1.55 Lakh*,null,2012,Dealer,"62,000 kms",First Owner,Diesel,Manual,Mileage25.44 kmpl,Engine936 CC,Max Power57.6 bhp,Seats5
Maruti Ciaz Alpha Diesel,Maruti,8.75 Lakh*,null,2018,Dealer,"20,000 kms",First Owner,Diesel,Manual,Mileage28.09 kmpl,Engine1248 CC,Max Power88.50 bhp,Seats5
Maruti Swift Dzire VXI 1.2 BS IV,Maruti,6.5 Lakh*,New Car (On-Road Price) : Rs.6.53-9.95 Lakh*,2018,Dealer,"36,787 kms",First Owner,Petrol,Manual,Mileage22.0 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
Maruti Swift Dzire VDi,Maruti,4 Lakh*,null,2013,Individual,"35,000 kms",First Owner,Diesel,Manual,Mileage19.3 kmpl,Engine1248 CC,Max Power73.9 bhp,Seats5
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,2.78 Lakh*,null,2013,Dealer,"61,000 kms",First Owner,Diesel,Manual,Mileage22.07 kmpl,Engine1199 CC,Max Power73.9 bhp,Seats5
Volkswagen Polo Petrol Highline 1.2L,Volkswagen,3.55 Lakh*,New Car (On-Road Price) : Rs.6.94-11.19 Lakh*,2013,Dealer,"56,000 kms",First Owner,Petrol,Manual,Mileage16.47 kmpl,Engine1198 CC,Max Power73.9 bhp,Seats5
Lexus ES 300h,Lexus,41 Lakh*,New Car (On-Road Price) : Rs.65.09-71.05 Lakh*,2017,Dealer,"33,000 kms",First Owner,Petrol,Automatic,Mileage22.37 kmpl,Engine2487 CC,Max Power214.56 bhp,Seats5
Honda Amaze EX i-Dtech,Honda,3 Lakh*,New Car (On-Road Price) : Rs.8.77-11.37 Lakh*,2013,Individual,"67,000 kms",First Owner,Diesel,Manual,Mileage25.8 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
Ford Ecosport 1.5 DV5 MT Titanium,Ford,4.75 Lakh*,New Car (On-Road Price) : Rs.10.07-13.29 Lakh*,2013,Dealer,"49,217 kms",First Owner,Diesel,Manual,Mileage22.7 kmpl,Engine1498 CC,Max Power89.84 bhp,Seats5
BMW X5 xDrive 30d,BMW,32 Lakh*,New Car (On-Road Price) : Rs.90.42-1.02 Cr*,2014,Dealer,"68,000 kms",First Owner,Diesel,Automatic,Mileage11.7 kmpl,Engine2993 CC,Max Power245 bhp,Seats5
Maruti Wagon R LXI CNG,Maruti,3.65 Lakh*,New Car (On-Road Price) : Rs.5.97-6.04 Lakh*,2017,Dealer,"56,000 kms",First Owner,CNG,Manual,Mileage26.6 km/kg,Engine998 CC,Max Power58.16 bhp,Seats5
Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,8.15 Lakh*,null,2017,Individual,"80,000 kms",First Owner,Diesel,Manual,Mileage24.3 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
Maruti Baleno Zeta 1.2,Maruti,5.65 Lakh*,New Car (On-Road Price) : Rs.6.69-10.26 Lakh*,2016,Trustmark Dealer,"32,145 kms",First Owner,Petrol,Manual,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,Toyota,14.3 Lakh*,New Car (On-Road Price) : Rs.19.97-29.18 Lakh*,2017,Dealer,"65,000 kms",First Owner,Diesel,Automatic,Mileage11.36 kmpl,Engine2755 CC,Max Power171.5 bhp,Seats7
Nissan Terrano XL 110 PS,Nissan,4.5 Lakh*,null,2014,Dealer,"53,588 kms",First Owner,Diesel,Manual,Mileage19.01 kmpl,Engine1461 CC,Max Power108.5 bhp,Seats5
Nissan Micra XV,Nissan,1.99 Lakh*,null,2012,Dealer,"49,000 kms",First Owner,Petrol,Manual,Mileage18.06 kmpl,Engine1198 CC,Max Power75 bhp,Seats5
Ford Figo Diesel Titanium,Ford,2.5 Lakh*,New Car (On-Road Price) : Rs.8.96-9.46 Lakh*,2013,Dealer,"57,642 kms",First Owner,Diesel,Manual,Mileage20.0 kmpl,Engine1399 CC,Max Power68.05 bhp,Seats5
