full_name,brand_name,year,seller_type,owner_type,fuel_type,transmission_type,original_price,SP,mileage_cars(kmpl),engine_cc,maxx_power,Kmeter_driven,seat
Maruti Swift VXi BSIV,Maruti,2011,Individual,First Owner,Petrol,Manual,8.91,2.4,16.1,1197,85,70000,5
Hyundai i20 Sportz 1.2,Hyundai,2016,Dealer,First Owner,Petrol,Manual,13.03,5,18.6,1197,81.83,62000,5
Mahindra Bolero 2011-2019 DI 4WD NON AC,Mahindra,2012,Individual,First Owner,Diesel,Manual,10.34,4,13.6,2523,63,200000,8
Hyundai Grand i10 1.2 Kappa Magna BSIV,Hyundai,2017,Individual,First Owner,Petrol,Manual,7.1,4.6,18.9,1197,81.86,18000,5
Hyundai i10 Era 1.1,Hyundai,2007,Dealer,First Owner,Petrol,Manual,7.22,2,19.81,1086,68.05,55756,5
Tata Tiago 1.2 Revotron XT,Tata,2018,Individual,First Owner,Petrol,Manual,7.62,4.4,23.84,1199,84,20000,5
Mercedes-Benz E-Class E250 CDI Avantgrade,Mercedes-Benz,2014,Individual,First Owner,Diesel,Automatic,91.56,36,13,2143,201.1,10000,5
Hyundai i20 1.2 Magna,Hyundai,2011,Individual,First Owner,Petrol,Manual,12.56,2.15,18.5,1197,80,17728,5
Ford Figo Diesel LXI,Ford,2011,Dealer,First Owner,Diesel,Manual,9.25,2.25,20,1399,68,54263,5
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,Tata,2018,Individual,First Owner,Petrol,Manual,12.77,7.55,17,1198,108.5,4200,5
Maruti Wagon R VXI,Maruti,2018,Individual,First Owner,Petrol,Manual,6.89,4.25,20.51,998,67.04,30000,5
Hyundai i20 Magna Optional 1.2,Hyundai,2013,Dealer,First Owner,Petrol,Manual,12.56,3.24,18.5,1197,82.9,36000,5
Hyundai Elantra 2.0 SX AT,Hyundai,2018,Dealer,First Owner,Petrol,Automatic,22.34,11.99,14.62,1999,149.92,32000,5
Maruti Alto 800 VXI,Maruti,2018,Individual,First Owner,Petrol,Manual,4.49,3.22,24.7,796,47.3,20000,5
Mahindra KUV 100 mFALCON G80 K8 5str,Mahindra,2016,Individual,First Owner,Petrol,Manual,8.47,4,18.15,1198,82,36000,5
Maruti Swift ZXI 2018,Maruti,2018,Individual,First Owner,Petrol,Manual,8.91,5.5,22,1197,81.8,30000,5
Maruti Baleno Alpha 1.2,Maruti,2018,Individual,First Owner,Petrol,Manual,10.27,7,21.4,1197,83.1,25000,5
Mahindra XUV300 W8 Option Dual Tone BSIV,Mahindra,2019,Individual,First Owner,Petrol,Manual,13.06,11.9,17,1197,110,11840,5
Honda WR-V i-VTEC VX,Honda,2020,Individual,First Owner,Petrol,Manual,11.01,9.25,17.5,1199,88.7,5000,5
Hyundai Creta 1.6 SX,Hyundai,2016,Trustmark Dealer,First Owner,Petrol,Manual,20.57,9.25,15.8,1591,121.3,20234,5
Mahindra Scorpio 1.99 S6 Plus,Mahindra,2015,Individual,First Owner,Diesel,Manual,19.29,9,15.4,1997,120,80000,7
Maruti Wagon R LXI BS IV,Maruti,2010,Individual,First Owner,Petrol,Manual,7.01,3.5,18.9,998,67.1,20000,5
Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,2015,Dealer,First Owner,Diesel,Manual,13.52,6.75,22.7,1498,89.84,720000,5
Maruti Swift Dzire VXI,Maruti,2015,Individual,First Owner,Petrol,Manual,9.87,4.75,20.85,1197,83.14,26000,5
Mahindra Scorpio S2 9 Seater,Mahindra,2015,Individual,First Owner,Diesel,Manual,18.88,8,15.4,2523,75,40000,9
Renault KWID Climber 1.0 MT Opt BSIV,Renault,2019,Individual,First Owner,Petrol,Manual,6.47,3.5,23.01,999,67,30000,5
Honda City i VTEC VX,Honda,2014,Individual,First Owner,Petrol,Manual,16.98,6.25,17.4,1497,117.3,30000,5
Honda Civic 1.8 S MT,Honda,2011,Individual,First Owner,Petrol,Manual,24.62,3.5,14.8,1799,130.2,180000,5
Honda City i DTEC VX,Honda,2015,Individual,First Owner,Diesel,Manual,17.12,6,25.1,1498,98.6,80000,5
BMW 3 Series GT 320d Luxury Line,BMW,2019,Dealer,First Owner,Diesel,Automatic,58.06,43,19.59,1995,184,2000,5
Maruti Celerio X VXI BSIV,Maruti,2018,Individual,First Owner,Petrol,Manual,6.66,4,21.63,998,67,15000,5
Maruti Eeco 7 Seater Standard BSIV,Maruti,2014,Individual,First Owner,Petrol,Manual,5,2.5,15.37,1196,73,50000,7
Hyundai Verna 1.6 SX CRDi (O),Hyundai,2013,Dealer,First Owner,Diesel,Manual,16.89,4.15,22.32,1582,126.32,42000,5
Mahindra Scorpio VLX 2WD AIRBAG BSIV,Mahindra,2013,Individual,First Owner,Diesel,Manual,18.88,5.5,12.05,2179,120,130000,8
Toyota Innova Crysta 2016-2020 2.4 G Plus MT 8S BSIV,Toyota,2019,Individual,First Owner,Diesel,Manual,27.16,15.7,13.68,2393,147.8,15000,8
Honda City i DTec VX Option,Honda,2015,Dealer,First Owner,Diesel,Manual,16.51,6.5,26,1498,98.6,48000,5
Mercedes-Benz E-Class E350 CDI Avantgrade,Mercedes-Benz,2012,Dealer,First Owner,Diesel,Automatic,87.74,25.5,13,2987,265,140000,5
Mahindra Bolero 2011-2019 ZLX BSIII,Mahindra,2012,Individual,First Owner,Diesel,Manual,10.32,3.6,15.96,2523,62.1,100000,7
Mercedes-Benz E-Class E250 CDI Avantgarde,Mercedes-Benz,2017,Dealer,First Owner,Diesel,Automatic,97.4,29.5,13,2143,204,52000,5
Maruti Eeco 7 Seater Standard BSIV,Maruti,2016,Individual,First Owner,Petrol,Manual,5,3.5,15.37,1196,73,50000,7
Ford Ecosport 2015-2021 Sports Diesel,Ford,2018,Dealer,First Owner,Diesel,Manual,12.79,9.75,21.7,1498,98.96,5972,5
Honda City i VTEC S,Honda,2015,Dealer,First Owner,Petrol,Manual,16.98,5.5,17.4,1497,117.3,51000,5
Mahindra Bolero 2011-2019 SLX,Mahindra,2015,Individual,First Owner,Diesel,Manual,10.54,5.2,15.96,2523,62.1,170000,7
Hyundai i20 Asta Option 1.2,Hyundai,2017,Dealer,First Owner,Petrol,Manual,13.58,7.75,18.6,1197,81.83,12000,5
Maruti Alto 800 LXI,Maruti,2014,Individual,First Owner,Petrol,Manual,4.57,2.1,22.74,796,47.3,50000,5
Mahindra Bolero 2011-2019 DI - AC BS III,Mahindra,2016,Individual,First Owner,Diesel,Manual,10.26,5.2,15.96,2523,63,120000,9
Toyota Innova Crysta 2016-2020 2.4 GX MT BSIV,Toyota,2017,Individual,First Owner,Diesel,Manual,28.62,15.75,13.68,2393,147.8,71000,7
Audi Q7 2006-2020 35 TDI Quattro Premium,Audi,2015,Dealer,First Owner,Diesel,Automatic,80.6,29,12.07,2967,241.4,70000,7
Hyundai Creta 1.6 CRDi SX Option,Hyundai,2018,Dealer,First Owner,Diesel,Manual,20.1,11.35,19.67,1582,126.2,82000,5
Hyundai Creta 1.6 CRDi SX,Hyundai,2015,Dealer,First Owner,Diesel,Manual,20.1,9.5,19.67,1582,126.2,72000,5
Maruti Swift ZXI Plus BSIV,Maruti,2019,Individual,First Owner,Petrol,Manual,9.35,7.1,22,1197,81.8,15000,5
Honda City 1.5 EXI S,Honda,2002,Individual,First Owner,Petrol,Manual,16.86,0.5,13,1493,100,110000,5
Tata Nexon 1.2 Revotron XM,Tata,2017,Individual,First Owner,Petrol,Manual,13.23,5.5,17,1198,108.5,20000,5
Mahindra Bolero SLE,Mahindra,2010,Individual,First Owner,Diesel,Manual,10.32,3.3,13.6,2523,63,85000,7
Maruti Wagon R VXI,Maruti,2014,Individual,First Owner,Petrol,Manual,7.15,4,20.51,998,67.04,70000,5
Hyundai i20 1.4 Sportz,Hyundai,2017,Individual,First Owner,Diesel,Manual,12.4,6.7,22.54,1396,88.73,110000,5
Mahindra Bolero PLUS AC,Mahindra,2016,Dealer,First Owner,Diesel,Manual,10.54,5.85,13.6,2523,63,58800,7
Ford Figo 1.5D Trend MT,Ford,2016,Individual,First Owner,Diesel,Manual,9.25,4,25.83,1498,99,70000,5
Hyundai i20 2015-2017 Magna 1.2,Hyundai,2016,Dealer,First Owner,Petrol,Manual,12.56,4.49,18.6,1197,81.83,10487,5
Toyota Fortuner 2016-2021 2.8 2WD MT BSIV,Toyota,2017,Individual,First Owner,Diesel,Manual,43.3,30,14.24,2755,174.5,40000,7
Hyundai i20 1.2 Sportz,Hyundai,2012,Individual,First Owner,Petrol,Manual,12.56,3.8,17,1197,80,45000,5
Mahindra Scorpio S7 140 BSIV,Mahindra,2018,Individual,First Owner,Diesel,Manual,19.22,12,16.36,2179,140,40000,7
Ford Freestyle Titanium Petrol BSIV,Ford,2018,Individual,First Owner,Petrol,Manual,8.87,6.25,19,1194,94.68,50000,5
Maruti Ignis 1.2 Zeta BSIV,Maruti,2017,Individual,First Owner,Petrol,Manual,8.27,6,20.89,1197,81.8,8600,5
BMW X1 sDrive20d xLine,BMW,2016,Dealer,First Owner,Diesel,Automatic,50.87,25.75,19.62,1998,192,24000,5
Maruti Baleno Alpha 1.2,Maruti,2017,Individual,First Owner,Petrol,Manual,10.26,6,21.4,1197,83.1,35000,5
Mahindra XUV500 W8 2WD,Mahindra,2014,Dealer,First Owner,Diesel,Manual,22.24,7.25,15.1,2179,140,43000,7
Tata Tiago 1.2 Revotron XZ,Tata,2019,Individual,First Owner,Petrol,Manual,7.75,4.7,23.84,1199,84,12000,5
Hyundai Venue SX Diesel,Hyundai,2020,Individual,First Owner,Diesel,Manual,12.93,10,23.7,1493,98.6,10000,5
Maruti Celerio VXI,Maruti,2015,Individual,First Owner,Petrol,Manual,6.32,3.05,23.1,998,67.04,50000,5
Hyundai i20 Sportz Petrol,Hyundai,2010,Individual,First Owner,Petrol,Manual,13,2.5,17,1197,80,80000,5
Ford Figo Diesel ZXI,Ford,2012,Individual,First Owner,Diesel,Manual,9.25,1.5,20,1399,68,90000,5
Maruti Alto 800 LXI,Maruti,2014,Dealer,First Owner,Petrol,Manual,4.49,2.37,22.74,796,47.3,33000,5
Hyundai i20 2015-2017 Sportz 1.2,Hyundai,2017,Individual,First Owner,Petrol,Manual,13.58,6.25,18.6,1197,81.83,35000,5
Maruti Swift Dzire Tour S,Maruti,2015,Individual,First Owner,CNG,Manual,7.2,3.25,19,1197,85.8,80000,5
Hyundai Grand i10 Sportz,Hyundai,2016,Individual,First Owner,Petrol,Manual,7.22,4.2,18.9,1197,82,35000,5
Ford Figo Diesel Titanium,Ford,2014,Dealer,First Owner,Diesel,Manual,9.25,4.4,20,1399,68.05,63407,5
Mahindra XUV500 W9 AT BSIV,Mahindra,2018,Individual,First Owner,Diesel,Automatic,22.24,16.05,15.1,2179,152.87,27300,7
Mahindra Bolero 2011-2019 SLX,Mahindra,2012,Individual,First Owner,Diesel,Manual,10.26,4,15.96,2523,62.1,68000,7
Mahindra XUV500 W11 BSIV,Mahindra,2018,Individual,First Owner,Diesel,Manual,22.78,13.5,15.1,2179,152.87,50000,7
Maruti Ertiga BSIV VXI,Maruti,2017,Individual,First Owner,Petrol,Manual,11.67,6.3,17.5,1373,91.1,25000,7
Renault KWID RXT Optional,Renault,2015,Individual,First Owner,Petrol,Manual,5.99,2.5,25.17,799,53.3,5000,5
Ford Figo Petrol LXI,Ford,2011,Individual,First Owner,Petrol,Manual,7.89,1.85,15.6,1196,70,36000,5
Hyundai Grand i10 1.2 Kappa Magna BSIV,Hyundai,2017,Individual,First Owner,Petrol,Manual,7.1,4.67,18.9,1197,81.86,29000,5
Hyundai Creta 1.6 CRDi SX,Hyundai,2016,Individual,First Owner,Diesel,Manual,19.42,9.75,19.67,1582,126.2,60000,5
Hyundai Grand i10 1.2 Kappa Magna BSIV,Hyundai,2018,Dealer,First Owner,Petrol,Manual,7.37,5.8,18.9,1197,81.86,21000,5
Honda City i-DTEC VX,Honda,2019,Dealer,First Owner,Diesel,Manual,16.51,10.5,25.6,1498,97.9,21000,5
Hyundai i20 Sportz Plus CVT,Hyundai,2020,Individual,First Owner,Petrol,Automatic,13,7.3,17.4,1197,81.86,5000,5
Maruti Alto 800 LXI,Maruti,2016,Individual,First Owner,Petrol,Manual,4.49,2.89,24.7,796,47.3,15000,5
Maruti Wagon R VXI,Maruti,2015,Dealer,First Owner,Petrol,Manual,6.89,3.3,18.9,998,67.1,37564,5
Maruti Alto 800 LXI,Maruti,2015,Individual,First Owner,Petrol,Manual,4.49,2.5,22.74,796,47.3,50000,5
Honda WR-V i-VTEC S,Honda,2017,Dealer,First Owner,Petrol,Manual,11.29,8.25,17.5,1199,88.7,34250,5
BMW 3 Series 320i,BMW,2009,Individual,First Owner,Petrol,Automatic,55.47,7.5,12.05,1995,154,15000,5
Toyota Fortuner 3.0 Diesel,Toyota,2010,Dealer,First Owner,Diesel,Manual,43.3,7.75,11.5,2982,171,115000,7
Maruti Wagon R LX Minor,Maruti,2007,Individual,First Owner,Petrol,Manual,7.01,0.8,18.9,1061,67,70000,5
Maruti Ignis 1.2 Sigma BSIV,Maruti,2017,Individual,First Owner,Petrol,Manual,8.43,4.2,20.89,1197,81.8,8000,5
Honda Amaze VX i-DTEC,Honda,2015,Dealer,First Owner,Diesel,Manual,11.2,4.15,25.8,1498,98.6,66000,5
Maruti Wagon R VXI,Maruti,2015,Individual,First Owner,Petrol,Manual,6.89,3.2,20.51,998,67.04,32000,5
Hyundai i20 1.2 Asta Option,Hyundai,2018,Individual,First Owner,Petrol,Manual,12.56,6.45,18.6,1197,81.83,25000,5
Tata Tiago 1.2 Revotron XE,Tata,2016,Individual,First Owner,Petrol,Manual,8.09,3,23.84,1199,84,35000,5
Maruti Swift VXI,Maruti,2012,Individual,First Owner,Petrol,Manual,8.91,3.2,18.6,1197,85.8,40000,5
Maruti Alto 800 VXI,Maruti,2015,Dealer,First Owner,Petrol,Manual,4.49,2.7,22.74,796,47.3,36668,5
Honda Amaze VX i-DTEC,Honda,2017,Individual,First Owner,Diesel,Manual,11.26,4.5,25.8,1498,98.6,70000,5
Toyota Fortuner 2016-2021 2.8 4WD MT BSIV,Toyota,2017,Individual,First Owner,Diesel,Manual,43.3,29.5,14.24,2755,174.5,19000,7
Maruti Swift Dzire VXI,Maruti,2012,Individual,First Owner,Petrol,Manual,9.87,4,20.85,1197,83.14,50000,5
Renault Duster Petrol RxE,Renault,2015,Individual,First Owner,Petrol,Manual,16.47,4.5,13.24,1598,102.57,25000,5
Maruti Baleno Delta 1.2,Maruti,2018,Individual,First Owner,Petrol,Manual,10.26,5.4,21.4,1197,83.1,35000,5
Hyundai i20 Magna 1.2,Hyundai,2015,Individual,First Owner,Petrol,Manual,13,4.25,18.6,1197,81.83,80000,5
Maruti Ignis 1.2 Delta BSIV,Maruti,2018,Individual,First Owner,Petrol,Manual,8.27,5.2,20.89,1197,81.8,20000,5
Maruti Celerio VXI,Maruti,2014,Individual,First Owner,Petrol,Manual,6.32,3.5,23.1,998,67.04,35000,5
Hyundai Creta 1.4 CRDi Base,Hyundai,2017,Individual,First Owner,Diesel,Manual,20.13,8.5,21.38,1396,88.7,70000,5
Hyundai Verna 1.6 SX VTVT,Hyundai,2014,Individual,First Owner,Petrol,Manual,15.6,5.5,17.01,1591,121.3,35000,5
Ford Figo Diesel ZXI,Ford,2015,Dealer,First Owner,Diesel,Manual,9.25,4.5,20,1399,68.05,61879,5
Honda City i VTEC V,Honda,2017,Dealer,First Owner,Petrol,Manual,16.29,6.49,17.8,1497,117.3,40000,5
Datsun GO Plus D Petrol,Datsun,2016,Individual,First Owner,Petrol,Manual,7.78,3.1,19.02,1198,67.05,50000,7
Hyundai i20 Sportz Plus,Hyundai,2020,Individual,First Owner,Petrol,Manual,13,6.9,18.6,1197,81.86,7120,5
Mahindra Bolero 2011-2019 SLE,Mahindra,2018,Individual,First Owner,Diesel,Manual,10.34,6.95,15.96,2523,62.1,33500,7
Maruti Swift VXI,Maruti,2019,Individual,First Owner,Petrol,Manual,9.24,6.11,21.21,1197,81.8,12500,5
Ford Ecosport 2015-2021 1.5 Diesel Titanium BSIV,Ford,2015,Dealer,First Owner,Diesel,Manual,13.12,5.5,23,1498,98.96,102693,5
Maruti Wagon R VXI,Maruti,2016,Dealer,First Owner,Petrol,Manual,7.01,3.65,21.79,998,67.05,32000,5
Maruti Ignis 1.2 AMT Alpha BSIV,Maruti,2018,Dealer,First Owner,Petrol,Automatic,8.13,5.5,20.89,1197,81.8,11000,5
MG Hector Sharp Diesel MT,MG,2020,Dealer,First Owner,Diesel,Manual,22.3,20,17.41,1956,167.68,1001,5
Maruti Alto 800 VXI,Maruti,2015,Individual,First Owner,Petrol,Manual,4.49,2.1,22.74,796,47.3,50000,5
Toyota Fortuner 4x2 Manual,Toyota,2013,Individual,First Owner,Diesel,Manual,43.3,14,13,2982,168.5,189000,7
Hyundai Verna 1.6 SX,Hyundai,2012,Dealer,First Owner,Diesel,Manual,18.47,4.5,22.32,1582,126.32,92570,5
Tata Harrier XZ BSIV,Tata,2019,Individual,First Owner,Diesel,Manual,23.7,17,17,1956,138.1,20000,5
Honda City i-DTEC ZX,Honda,2017,Individual,First Owner,Diesel,Manual,17.09,9.9,25.6,1498,97.9,40000,5
Honda CR V 2.4L 4WD AT AVN,Honda,2013,Dealer,First Owner,Petrol,Automatic,32.91,8.9,12,2354,187.4,55000,5
Honda City i DTEC VX,Honda,2014,Individual,First Owner,Diesel,Manual,17.09,5,25.1,1498,98.6,120000,5
Mahindra XUV500 W6 2WD,Mahindra,2016,Individual,First Owner,Diesel,Manual,22.78,11.5,16,2179,140,40000,7
BMW 3 Series 320d Highline,BMW,2010,Dealer,First Owner,Diesel,Automatic,57.25,7.5,16.07,1995,181,63000,5
Ford Freestyle Titanium Diesel BSIV,Ford,2018,Individual,First Owner,Diesel,Manual,10.12,6.5,24.4,1498,98.63,42000,5
Tata Tiago 1.2 Revotron XZ,Tata,2017,Individual,First Owner,Petrol,Manual,8.09,4.1,23.84,1199,84,9000,5
Hyundai i20 1.4 Asta Dual Tone,Hyundai,2017,Individual,First Owner,Diesel,Manual,11.97,6,22.54,1396,88.73,47000,5
BMW X1 sDrive20d,BMW,2011,Individual,First Owner,Diesel,Automatic,50.35,10,17.05,1995,184,70000,5
Hyundai Verna 1.6 SX CRDi (O),Hyundai,2013,Dealer,First Owner,Diesel,Manual,16.89,4.3,22.32,1582,126.32,41000,5
Maruti Swift Dzire VXI,Maruti,2015,Dealer,First Owner,Petrol,Manual,10.24,5.6,20.85,1197,83.14,32900,5
Datsun RediGO 1.0 S,Datsun,2017,Dealer,First Owner,Petrol,Manual,5.56,2.45,22.5,999,67,20260,5
Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,2013,Individual,First Owner,Petrol,Manual,10.72,2.3,16.47,1198,73.9,123000,5
Tata Tiago 2019-2020 XZ Opt,Tata,2019,Individual,First Owner,Petrol,Manual,7.75,5,23.84,1199,83.83,16000,5
Mahindra XUV500 2011-2015 W8 FWD,Mahindra,2015,Individual,First Owner,Diesel,Manual,23.03,7.5,15.1,2179,140,65000,7
Toyota Innova Crysta 2016-2020 2.4 VX MT 8 STR,Toyota,2017,Dealer,First Owner,Diesel,Manual,28.62,17.25,13.68,2393,147.51,33000,8
Datsun GO Plus T Option BSIV,Datsun,2016,Individual,First Owner,Petrol,Manual,7.78,4.5,19.44,1198,67,11650,7
Maruti Swift VXI,Maruti,2020,Individual,First Owner,Petrol,Manual,9.07,6.2,21.21,1197,81.8,5000,5
Toyota Fortuner 3.0 Diesel,Toyota,2011,Dealer,First Owner,Diesel,Manual,43.3,10.5,11.5,2982,171,87645,7
Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,2015,Dealer,First Owner,Diesel,Automatic,19.42,6.95,17.01,1582,126.2,64000,5
Maruti Swift Dzire ZXI Plus,Maruti,2017,Individual,First Owner,Petrol,Manual,10.15,6.5,21.21,1197,81.8,19000,5
Honda City i VTEC SV,Honda,2015,Dealer,First Owner,Petrol,Manual,17.48,6.4,17.4,1497,117.3,74995,5
Mahindra Scorpio S8 7 Seater,Mahindra,2015,Dealer,First Owner,Diesel,Manual,19.46,9.75,15.4,2179,120,65859,7
Maruti Wagon R VXI,Maruti,2013,Individual,First Owner,Petrol,Manual,7.01,3,20.51,998,67.04,75000,5
Ford Ecosport 2015-2021 1.5 Diesel Ambiente BSIV,Ford,2015,Dealer,First Owner,Diesel,Manual,13.12,4.5,23,1498,98.96,55000,5
Honda Jazz 1.2 V AT i VTEC,Honda,2017,Individual,First Owner,Petrol,Automatic,10.85,6.25,19,1199,88.7,20000,5
Hyundai Grand i10 Asta,Hyundai,2014,Dealer,First Owner,Petrol,Manual,7.1,3.8,18.9,1197,82,52117,5
Ford Figo Diesel Celebration Edition,Ford,2013,Individual,First Owner,Diesel,Manual,9.25,2,20,1399,68.1,57617,5
Toyota Fortuner 2016-2021 2.8 2WD MT BSIV,Toyota,2019,Dealer,First Owner,Diesel,Manual,43.3,28.5,14.24,2755,174.5,590000,7
Maruti Wagon R VXI BSIII,Maruti,2007,Individual,First Owner,Petrol,Manual,7.08,1.3,18.9,998,67.1,53000,5
Toyota Fortuner 2016-2021 2.8 2WD MT BSIV,Toyota,2018,Individual,First Owner,Diesel,Manual,43.3,26,14.24,2755,174.5,70000,7
Ford Ecosport 2015-2021 1.5 Diesel Ambiente,Ford,2015,Dealer,First Owner,Diesel,Manual,13.12,5.25,21.7,1498,98.96,36490,5
Hyundai Grand i10 Sportz,Hyundai,2016,Individual,First Owner,Petrol,Manual,7.1,4.25,18.9,1197,82,15000,5
Maruti Celerio ZXI Optional,Maruti,2018,Dealer,First Owner,Petrol,Manual,6.56,4.7,21.63,998,67.04,72000,5
Datsun GO Plus Style,Datsun,2016,Dealer,First Owner,Petrol,Manual,7.91,2.85,20.62,1198,67,58000,7
Honda City i VTEC S,Honda,2014,Dealer,First Owner,Petrol,Manual,16.86,5.25,17.8,1497,117.3,45000,5
Mahindra Thar CRDe,Mahindra,2018,Individual,First Owner,Diesel,Manual,16.27,9,16.55,2498,105,20000,6
Hyundai Creta 1.6 SX Option Executive,Hyundai,2018,Individual,First Owner,Petrol,Manual,20.18,13.5,15.8,1591,121.3,17000,5
Honda City i-DTEC VX,Honda,2017,Individual,First Owner,Diesel,Manual,16.51,10.45,25.6,1498,97.9,15000,5
Mahindra XUV500 W8 2WD,Mahindra,2012,Individual,First Owner,Diesel,Manual,23.03,5.25,15.1,2179,140,135000,7
Maruti Swift Dzire VXI 1.2,Maruti,2017,Individual,First Owner,Petrol,Manual,10.04,6.5,21.21,1197,81.8,25000,5
Honda WR-V i-VTEC VX,Honda,2020,Individual,First Owner,Petrol,Manual,11.01,9.24,17.5,1199,88.7,5000,5
Maruti Alto 800 2016-2019 Tour H,Maruti,2018,Individual,First Owner,Petrol,Manual,4.49,2.3,24.7,796,47.3,55000,5
Honda Amaze EX i-Vtech,Honda,2015,Individual,First Owner,Petrol,Manual,9.98,3.5,18,1198,86.7,80000,5
Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,Ford,2015,Dealer,First Owner,Diesel,Manual,13.12,5.95,22.77,1498,98.59,45000,5
Maruti Wagon R VXI,Maruti,2018,Individual,First Owner,Petrol,Manual,7.08,4.18,20.51,998,67.04,15000,5
Datsun RediGO T Option,Datsun,2018,Individual,First Owner,Petrol,Manual,5.46,2.5,22.7,799,53.64,25000,5
Hyundai Elantra Facelift,Hyundai,2018,Dealer,First Owner,Diesel,Manual,24.23,17,22.7,1582,126.2,19000,5
Hyundai Grand i10 Sportz,Hyundai,2016,Dealer,First Owner,Petrol,Manual,7.1,3.95,18.9,1197,82,23300,5
Mahindra XUV500 AT W10 FWD,Mahindra,2017,Individual,First Owner,Diesel,Automatic,24.38,12.25,16,2179,140,90000,7
Ford Endeavour 3.0L 4X4 AT,Ford,2015,Dealer,First Owner,Diesel,Automatic,41.18,23,11.4,2953,153.86,132000,7
Skoda Superb Elegance 1.8 TSI AT,Skoda,2010,Dealer,First Owner,Petrol,Automatic,38.98,3.69,13.7,1798,157.75,39256,5
Hyundai Verna 1.6 VTVT,Hyundai,2013,Individual,First Owner,Petrol,Manual,16.15,5.3,17.01,1591,121.3,50000,5
Hyundai Grand i10 Asta,Hyundai,2015,Dealer,First Owner,Petrol,Manual,7.1,3.99,18.9,1197,82,45000,5
Honda Amaze S Petrol,Honda,2019,Individual,First Owner,Petrol,Manual,10.02,6.8,18.6,1199,88.76,7917,5
Maruti Swift VXI,Maruti,2018,Individual,First Owner,Petrol,Manual,9.06,5.52,21.21,1197,81.8,30000,5
Maruti Eeco 5 Seater AC BSIV,Maruti,2020,Dealer,First Owner,Petrol,Manual,5.11,4.65,15.37,1196,73,5512,5
Hyundai Santro Sportz BSIV,Hyundai,2019,Individual,First Owner,Petrol,Manual,7.2,4.75,20.3,1086,68,20000,5
Tata Nexon 1.5 Revotorq XZ Plus,Tata,2018,Individual,First Owner,Diesel,Manual,14.74,8.5,21.5,1497,108.5,15000,5
Mahindra XUV500 W11 Option,Mahindra,2020,Individual,First Owner,Diesel,Manual,22.76,18,15.1,2179,152.87,10000,7
Hyundai Grand i10 Sportz,Hyundai,2016,Individual,First Owner,Petrol,Manual,7.22,4.1,18.9,1197,82,70000,5
Mahindra KUV100 NXT G80 K2,Mahindra,2018,Individual,First Owner,Petrol,Manual,8.48,4.5,18.15,1198,82,15000,6
Maruti Wagon R VXI,Maruti,2010,Dealer,First Owner,Petrol,Manual,7.14,2.5,18.9,998,67.1,80566,5
Maruti Celerio VXI,Maruti,2017,Individual,First Owner,Petrol,Manual,6.43,3.5,23.1,998,67.04,20500,5
Ford Ecosport 2015-2021 1.5 Diesel Trend Plus BSIV,Ford,2016,Dealer,First Owner,Diesel,Manual,13.28,6.1,23,1498,98.96,59000,5
Hyundai Verna 1.6 SX CRDI (O) AT,Hyundai,2013,Dealer,First Owner,Diesel,Automatic,17.49,3.5,22.32,1582,126.32,136700,5
Tata Safari 2005-2017 DICOR 2.2 EX 4x2,Tata,2011,Individual,First Owner,Diesel,Manual,21.41,4,11.57,2179,138.1,120000,7
Mahindra XUV500 W8 AWD,Mahindra,2013,Individual,First Owner,Diesel,Manual,22.76,8,15.1,2179,140,70000,7
Maruti Swift AMT ZXI Plus,Maruti,2018,Dealer,First Owner,Petrol,Automatic,8.91,6.25,21.21,1197,81.8,39001,5
Hyundai Creta 1.4 CRDi S,Hyundai,2016,Dealer,First Owner,Diesel,Manual,19.42,7.09,21.38,1396,88.7,37895,5
Mahindra Scorpio 1.99 S10,Mahindra,2017,Individual,First Owner,Diesel,Manual,19.29,10,15.4,1997,120,120000,7
Mercedes-Benz GLS 2016-2020 350d 4MATIC,Mercedes-Benz,2016,Dealer,First Owner,Diesel,Automatic,115,53.75,11,2987,258,71000,7
Tata Nexon 1.2 Revotron XZ Plus,Tata,2018,Individual,First Owner,Petrol,Manual,12.77,7.5,17,1198,108.5,50000,5
Maruti Baleno Zeta 1.2,Maruti,2017,Individual,First Owner,Petrol,Manual,10.47,6.1,21.4,1197,83.1,30000,5
Maruti Swift Dzire LXI,Maruti,2016,Individual,First Owner,Petrol,Manual,10.23,4.6,20.85,1197,83.14,50000,5
Hyundai i20 1.4 Magna ABS,Hyundai,2016,Dealer,First Owner,Diesel,Manual,12.4,5.6,21.9,1396,90,78000,5
Honda WR-V i-DTEC VX,Honda,2018,Dealer,First Owner,Diesel,Manual,12.55,8,25.5,1498,98.6,20637,5
Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,Toyota,2018,Individual,First Owner,Diesel,Automatic,45.2,30,12.9,2755,174.5,60000,7
Maruti Wagon R LXI,Maruti,2000,Individual,First Owner,Petrol,Manual,6.89,0.4,18.9,998,67.1,80000,5
